Session,Event-ID-VP1,Event-ID-VP2,Bedingung,Block,Runde im Block,Spieler 1,VP,Karte1 VP1,Karte2 VP1,Karte1 VP2,Karte2 VP2,Aktion,Zeit,time_utc_ns,event_timestamp_unix_ns,Gewinner,Punktestand VP1,Punktestand VP2
10,,,no_pay,0,1,VP1,,11,8,8,9,Session,15:11:31.687,1765811491687233300,1765811491687233300,,,
10,828d491e-fcd5-44a0-a1bc-c0f76609bf68,,no_pay,0,1,VP1,VP1,11,8,8,9,Start,15:11:41.205,1765811501205427700,1765811501205427700,,,
10,,04b4c84f-326f-4b9a-8a55-519d8aebc4a9,no_pay,0,1,VP1,VP2,11,8,8,9,Start,15:11:41.279,1765811501279230200,1765811501279230200,,,
10,,,no_pay,0,1,VP1,,11,8,8,9,Fixation Flash,15:11:46.324,1765811506324677400,1765811506324677400,,,
10,,,no_pay,0,1,VP1,,11,8,8,9,Fixation Ton,15:11:46.644,1765811506644117400,1765811506644117400,,,
10,,bda21dd9-cf90-4688-b504-b4fcfad82abd,no_pay,0,1,VP1,VP2,11,8,8,9,Start,15:11:55.168,1765811515168032500,1765811515168032500,,,
10,88bbd847-594c-4f77-a7f1-de4814a3aacb,,no_pay,0,1,VP1,VP1,11,8,8,9,Start,15:11:56.996,1765811516996955400,1765811516996955400,,,
10,f171553e-7575-4e88-8ffb-0d7103ea59ed,,no_pay,0,1,VP1,VP1,11,8,8,9,Karte 1,15:11:59.095,1765811519095002700,1765811519095002700,,,
10,,55a2f02f-c2c6-4672-9153-59c1887e8777,no_pay,0,1,VP1,VP2,11,8,8,9,Karte 1,15:12:01.235,1765811521235736100,1765811521235736100,,,
10,e6dab4a2-7376-4853-b8d3-0c3d372bb527,,no_pay,0,1,VP1,VP1,11,8,8,9,Karte 2,15:12:02.691,1765811522691106000,1765811522691106000,,,
10,,60fd617f-8dbd-4970-b169-c8758acd1ee3,no_pay,0,1,VP1,VP2,11,8,8,9,Karte 2,15:12:03.885,1765811523885441600,1765811523885441600,,,
10,e5d698fb-e159-4947-8d10-35a5fbf88612,,no_pay,0,1,VP1,VP1,11,8,8,9,Hoch,15:12:07.494,1765811527494005100,1765811527494005100,,,
10,,e00b22bf-2faf-4069-b328-3a3741aca39d,no_pay,0,1,VP1,VP2,11,8,8,9,Wahrheit,15:12:08.596,1765811528596005200,1765811528596005200,,,
10,,,no_pay,0,1,VP1,,11,8,8,9,Showdown,15:12:08.792,1765811528792427800,1765811528792427800,VP1,,
10,52c57b44-2717-4936-92a9-f07fa73353e5,,no_pay,0,1,VP1,VP1,11,8,8,9,Nächste Runde,15:12:12.549,1765811532549322600,1765811532549322600,,,
10,,3f79b647-dee1-4de0-83af-edd5626c87b2,no_pay,0,1,VP1,VP2,11,8,8,9,Nächste Runde,15:12:16.076,1765811536076567400,1765811536076567400,,,
10,,6eba6ec1-cf99-4a67-9eef-379f0c479081,no_pay,0,2,VP2,VP2,9,7,11,10,Karte 1,15:12:17.804,1765811537804284500,1765811537804284500,,,
10,51281b6b-dddf-4928-b22c-25d290f0bc6d,,no_pay,0,2,VP2,VP1,9,7,11,10,Karte 1,15:12:20.081,1765811540081206200,1765811540081206200,,,
10,,a58afe79-67ed-4dda-8732-9944b0f8f88f,no_pay,0,2,VP2,VP2,9,7,11,10,Karte 2,15:12:20.897,1765811540897427700,1765811540897427700,,,
10,1d688eb7-1669-48e5-abcf-17c6d1ab94f6,,no_pay,0,2,VP2,VP1,9,7,11,10,Karte 2,15:12:23.004,1765811543004362200,1765811543004362200,,,
10,,ca97d2e8-e831-4c28-a3ee-72f42c89235f,no_pay,0,2,VP2,VP2,9,7,11,10,Tief,15:12:24.385,1765811544385637100,1765811544385637100,,,
10,7456b930-66c4-4ba6-969b-d310cc611376,,no_pay,0,2,VP2,VP1,9,7,11,10,Bluff,15:12:26.001,1765811546001155300,1765811546001155300,,,
10,,,no_pay,0,2,VP2,,9,7,11,10,Showdown,15:12:26.204,1765811546204972500,1765811546204972500,VP1,,
10,,251aeb9e-4ac4-443d-b0a3-dac1c6f221bd,no_pay,0,2,VP2,VP2,9,7,11,10,Nächste Runde,15:12:28.761,1765811548761978000,1765811548761978000,,,
10,aa6bee81-e335-46ab-9119-e0e67542fa83,,no_pay,0,2,VP2,VP1,9,7,11,10,Nächste Runde,15:12:30.664,1765811550664474700,1765811550664474700,,,
10,8958c8c2-49d3-4396-a3c2-5b25f89c6c3b,,no_pay,0,3,VP1,VP1,10,11,8,7,Karte 1,15:12:33.475,1765811553475006300,1765811553475006300,,,
10,,b89bff33-1edb-4fca-91f1-80f0eb997b45,no_pay,0,3,VP1,VP2,10,11,8,7,Karte 1,15:12:34.383,1765811554383847200,1765811554383847200,,,
10,b7a2f8d0-9981-4237-87a1-4c6f4d77555d,,no_pay,0,3,VP1,VP1,10,11,8,7,Karte 2,15:12:35.475,1765811555475565100,1765811555475565100,,,
10,,b645b354-1900-48db-9d51-bb302af637d9,no_pay,0,3,VP1,VP2,10,11,8,7,Karte 2,15:12:36.377,1765811556377757200,1765811556377757200,,,
