Session,Event-ID-VP1,Event-ID-VP2,Bedingung,Block,Runde im Block,Spieler 1,VP,Karte1 VP1,Karte2 VP1,Karte1 VP2,Karte2 VP2,Aktion,Zeit,time_utc_ns,event_timestamp_unix_ns,Gewinner,Punktestand VP1,Punktestand VP2
13,,,no_pay,0,1,VP1,,11,8,8,9,Session,17:18:07.749,1765905487749570700,1765905487749570700,,,
13,864bebd9-0641-4223-a745-b9492ad00723,,no_pay,0,1,VP1,VP1,11,8,8,9,Start,17:18:11.284,1765905491284037200,1765905491284037200,,,
13,,913d7401-5e15-409c-8fc2-a8c64c4a6a7b,no_pay,0,1,VP1,VP2,11,8,8,9,Start,17:18:12.618,1765905492618925900,1765905492618925900,,,
13,,,no_pay,0,1,VP1,,11,8,8,9,Fixation Flash,17:18:17.710,1765905497710608800,1765905497710608800,,,
13,,,no_pay,0,1,VP1,,11,8,8,9,Fixation Ton,17:18:18.042,1765905498042650400,1765905498042650400,,,
13,a9973745-c896-4e1e-ad4b-ee6c4c88b8f3,,no_pay,0,1,VP1,VP1,11,8,8,9,Start,17:18:28.101,1765905508101709000,1765905508101709000,,,
13,,608db32e-407b-4693-a131-33ebe579e85f,no_pay,0,1,VP1,VP2,11,8,8,9,Start,17:18:30.562,1765905510562002300,1765905510562002300,,,
13,dd52a1d5-9317-43e6-85bb-ec13cbf2ed44,,no_pay,0,1,VP1,VP1,11,8,8,9,Karte 1,17:18:32.954,1765905512954871400,1765905512954871400,,,
13,,e1dcfd4c-565a-4412-aeea-8bed4127ae88,no_pay,0,1,VP1,VP2,11,8,8,9,Karte 1,17:18:35.446,1765905515446854800,1765905515446854800,,,
13,9c1c62d2-9638-4818-b3e4-a05cf92ae42b,,no_pay,0,1,VP1,VP1,11,8,8,9,Karte 2,17:18:37.227,1765905517227245700,1765905517227245700,,,
13,,910cc199-320a-4b19-9680-09fd3bd0ae30,no_pay,0,1,VP1,VP2,11,8,8,9,Karte 2,17:18:39.479,1765905519479211200,1765905519479211200,,,
13,10037bff-394c-488e-bbd5-be3c3b006eec,,no_pay,0,1,VP1,VP1,11,8,8,9,Hoch,17:18:47.334,1765905527334297800,1765905527334297800,,,
13,,61044cc3-cea7-417e-bd3f-6232ccae7401,no_pay,0,1,VP1,VP2,11,8,8,9,Bluff,17:18:52.163,1765905532163978600,1765905532163978600,,,
13,,,no_pay,0,1,VP1,,11,8,8,9,Showdown,17:18:52.363,1765905532363599700,1765905532363599700,VP1,,
13,305a152f-ab8c-44d3-a038-17784805c340,,no_pay,0,1,VP1,VP1,11,8,8,9,Nächste Runde,17:18:59.416,1765905539416242300,1765905539416242300,,,
13,,a2e84be1-8b4f-4455-97d4-d46805642415,no_pay,0,1,VP1,VP2,11,8,8,9,Nächste Runde,17:19:00.596,1765905540596936600,1765905540596936600,,,
13,,d5d7f74e-7c5b-40f5-8be5-b19931cae8bc,no_pay,0,2,VP2,VP2,9,7,11,10,Karte 1,17:19:02.474,1765905542474795900,1765905542474795900,,,
13,23c09284-b244-4d25-94d8-edee44f92db8,,no_pay,0,2,VP2,VP1,9,7,11,10,Karte 1,17:19:04.019,1765905544019273300,1765905544019273300,,,
13,,676ec48f-234e-4d12-af60-1c72f26e757a,no_pay,0,2,VP2,VP2,9,7,11,10,Karte 2,17:19:05.302,1765905545302853800,1765905545302853800,,,
13,d8e5d0c6-e6ff-41e3-9818-3ffe8582f7a2,,no_pay,0,2,VP2,VP1,9,7,11,10,Karte 2,17:19:07.948,1765905547948183500,1765905547948183500,,,
13,,3ee5eb13-8dd1-4d1b-8017-6ed430c09029,no_pay,0,2,VP2,VP2,9,7,11,10,Mittel,17:19:10.440,1765905550440567700,1765905550440567700,,,
13,c35b8c4c-ec46-4552-8b47-f0f914481044,,no_pay,0,2,VP2,VP1,9,7,11,10,Bluff,17:19:13.263,1765905553263110200,1765905553263110200,,,
13,,,no_pay,0,2,VP2,,9,7,11,10,Showdown,17:19:13.459,1765905553459417100,1765905553459417100,VP1,,
13,,b40cb398-7c45-4771-80b1-2efcc60600bc,no_pay,0,2,VP2,VP2,9,7,11,10,Nächste Runde,17:19:17.739,1765905557739303000,1765905557739303000,,,
13,468395e4-ce7e-4fe7-b508-edc34e98e448,,no_pay,0,2,VP2,VP1,9,7,11,10,Nächste Runde,17:19:18.333,1765905558333941600,1765905558333941600,,,
13,4f8b0a43-79ba-4c12-bf6e-4355196b2660,,no_pay,0,3,VP1,VP1,10,11,8,7,Karte 1,17:19:20.267,1765905560267116200,1765905560267116200,,,
13,,14c9b154-4769-4cbe-ac7a-3d02247b26fe,no_pay,0,3,VP1,VP2,10,11,8,7,Karte 1,17:19:22.970,1765905562970796900,1765905562970796900,,,
13,656d107f-9ff2-4d0e-af59-901d9792b5f5,,no_pay,0,3,VP1,VP1,10,11,8,7,Karte 2,17:19:24.678,1765905564678954700,1765905564678954700,,,
13,,2f1ec109-430d-4dcc-929a-21134cb75208,no_pay,0,3,VP1,VP2,10,11,8,7,Karte 2,17:19:26.114,1765905566114512900,1765905566114512900,,,
13,7f64ee4b-30b8-4d9a-9078-52d43edda58a,,no_pay,0,3,VP1,VP1,10,11,8,7,Hoch,17:19:29.855,1765905569855985800,1765905569855985800,,,
13,,bb149451-9e69-4ed8-adf0-098802796012,no_pay,0,3,VP1,VP2,10,11,8,7,Bluff,17:19:38.976,1765905578976402100,1765905578976402100,,,
13,,,no_pay,0,3,VP1,,10,11,8,7,Showdown,17:19:39.177,1765905579177949600,1765905579177949600,VP2,,
13,,2404d7a0-af51-4b3b-aa09-796abfe18100,no_pay,0,3,VP1,VP2,10,11,8,7,Nächste Runde,17:19:42.579,1765905582579770500,1765905582579770500,,,
13,07d8777e-32fb-4570-9cfd-5d7b35c4ecbe,,no_pay,0,3,VP1,VP1,10,11,8,7,Nächste Runde,17:19:43.375,1765905583375877900,1765905583375877900,,,
13,,5e4806f3-4ef5-47e4-8d78-98d469daf38c,no_pay,0,4,VP2,VP2,7,7,8,10,Karte 1,17:19:45.699,1765905585699360000,1765905585699360000,,,
13,19bdb868-1b94-4f40-9144-4cd36dc7777c,,no_pay,0,4,VP2,VP1,7,7,8,10,Karte 1,17:19:47.611,1765905587611674000,1765905587611674000,,,
13,,51fd9fa2-98eb-43cd-bcc7-97cfa332ed57,no_pay,0,4,VP2,VP2,7,7,8,10,Karte 2,17:19:49.654,1765905589654945500,1765905589654945500,,,
13,912f941a-d892-4225-8aa3-1ab234a48536,,no_pay,0,4,VP2,VP1,7,7,8,10,Karte 2,17:19:51.584,1765905591584407900,1765905591584407900,,,
13,,2bfb2467-9e07-40bd-b8bf-8faf78d8f094,no_pay,0,4,VP2,VP2,7,7,8,10,Mittel,17:19:53.338,1765905593338619000,1765905593338619000,,,
13,6af952b7-b24a-4a28-8502-6da5f98b8adf,,no_pay,0,4,VP2,VP1,7,7,8,10,Wahrheit,17:19:55.594,1765905595594658200,1765905595594658200,,,
13,,,no_pay,0,4,VP2,,7,7,8,10,Showdown,17:19:55.796,1765905595796767300,1765905595796767300,VP2,,
13,,b467ad53-66b4-4470-9bdd-c2303f81f96b,no_pay,0,4,VP2,VP2,7,7,8,10,Nächste Runde,17:19:59.625,1765905599625894000,1765905599625894000,,,
13,68b18b51-8ed4-47bb-bca8-f5a60e10c331,,no_pay,0,4,VP2,VP1,7,7,8,10,Nächste Runde,17:19:59.801,1765905599801723100,1765905599801723100,,,
13,8f73159e-60b6-49f8-b7eb-604236a48fc0,,no_pay,0,5,VP1,VP1,10,8,9,7,Karte 1,17:20:01.517,1765905601517695100,1765905601517695100,,,
13,,09b756fe-6360-45e5-aab5-864b996a345e,no_pay,0,5,VP1,VP2,10,8,9,7,Karte 1,17:20:03.742,1765905603742882700,1765905603742882700,,,
13,0c8f1116-4092-49fc-8b49-a2bde636d0b1,,no_pay,0,5,VP1,VP1,10,8,9,7,Karte 2,17:20:05.246,1765905605246350600,1765905605246350600,,,
13,,8dc91aee-e326-453e-b312-86526561fa0d,no_pay,0,5,VP1,VP2,10,8,9,7,Karte 2,17:20:07.435,1765905607435166700,1765905607435166700,,,
13,2376797e-0034-4ec8-a62a-a1e92601477d,,no_pay,0,5,VP1,VP1,10,8,9,7,Mittel,17:20:09.096,1765905609096083600,1765905609096083600,,,
13,,487c0f9b-8cdf-4173-9ffb-f6b0a6ff4ff6,no_pay,0,5,VP1,VP2,10,8,9,7,Wahrheit,17:20:12.130,1765905612130486700,1765905612130486700,,,
13,,,no_pay,0,5,VP1,,10,8,9,7,Showdown,17:20:12.332,1765905612332055600,1765905612332055600,VP1,,
13,03a226e7-f4eb-4a69-82e3-4b7912e50515,,no_pay,0,5,VP1,VP1,10,8,9,7,Nächste Runde,17:20:14.690,1765905614690307600,1765905614690307600,,,
13,,6d25ea65-216f-4bc3-9df2-673b8290aba3,no_pay,0,5,VP1,VP2,10,8,9,7,Nächste Runde,17:20:17.341,1765905617341015700,1765905617341015700,,,
13,,484056fe-6aeb-4609-a7c4-eda9f0698dd8,no_pay,0,6,VP2,VP2,7,10,9,10,Karte 1,17:20:19.996,1765905619996971400,1765905619996971400,,,
13,261eab07-7f74-4126-aa43-dec1c3e1123d,,no_pay,0,6,VP2,VP1,7,10,9,10,Karte 1,17:20:21.061,1765905621061633000,1765905621061633000,,,
13,,b116abf7-80b8-470c-9d99-a643460200db,no_pay,0,6,VP2,VP2,7,10,9,10,Karte 2,17:20:22.332,1765905622332176100,1765905622332176100,,,
13,0aca3801-b5e6-4391-9dd3-5393457201ef,,no_pay,0,6,VP2,VP1,7,10,9,10,Karte 2,17:20:24.027,1765905624027454200,1765905624027454200,,,
13,,b39ddf7f-8f7f-4eff-a21e-ceb6defc3a67,no_pay,0,6,VP2,VP2,7,10,9,10,Hoch,17:20:29.051,1765905629051586600,1765905629051586600,,,
13,a6932dac-3836-4b85-a34d-ff527482c4cb,,no_pay,0,6,VP2,VP1,7,10,9,10,Wahrheit,17:20:31.299,1765905631299601400,1765905631299601400,,,
13,,,no_pay,0,6,VP2,,7,10,9,10,Showdown,17:20:31.496,1765905631496030700,1765905631496030700,VP2,,
13,,baa4f232-6ef3-4db4-b9d0-ac4e7fed74b0,no_pay,0,6,VP2,VP2,7,10,9,10,Nächste Runde,17:20:35.593,1765905635593661800,1765905635593661800,,,
13,c7fa1190-47e2-4b5d-94ea-d18383bd3f6e,,no_pay,0,6,VP2,VP1,7,10,9,10,Nächste Runde,17:20:36.228,1765905636228668200,1765905636228668200,,,
13,01f0a64f-176d-411c-91a5-fd50025faba0,,no_pay,1,1,VP1,VP1,,,,,Start,17:21:54.097,1765905714097104100,1765905714097104100,,,
13,475a5142-2206-484e-9476-5f2a2b816e53,,no_pay,1,1,VP1,VP1,,,,,Start,17:21:58.194,1765905718194028000,1765905718194028000,,,
13,16889491-2a43-4d36-901b-7078242918de,,no_pay,1,1,VP1,VP1,,,,,Start,17:22:06.974,1765905726974296100,1765905726974296100,,,
13,,84911559-71bb-4569-9c71-b3bfd74dde37,no_pay,1,1,VP1,VP2,,,,,Start,17:24:40.259,1765905880259231000,1765905880259231000,,,
13,,,no_pay,1,1,VP1,,8,8,7,11,Fixation Flash,17:24:45.320,1765905885320381000,1765905885320381000,,,
13,,,no_pay,1,1,VP1,,8,8,7,11,Fixation Ton,17:24:45.660,1765905885660656600,1765905885660656600,,,
13,0a127c86-5ae8-4106-a6b5-4d066d79b934,,no_pay,1,1,VP1,VP1,8,8,7,11,Start,17:25:02.550,1765905902550339300,1765905902550339300,,,
13,,93813582-85c0-4ac1-b4f4-ef17e9ad6990,no_pay,1,1,VP1,VP2,8,8,7,11,Start,17:25:03.682,1765905903682418200,1765905903682418200,,,
13,9182b2f9-d06d-4251-9ede-7e8821ffbee0,,no_pay,1,1,VP1,VP1,8,8,7,11,Karte 1,17:25:05.341,1765905905341183500,1765905905341183500,,,
13,,6f2a9737-5480-4ea8-aae5-b7894de90697,no_pay,1,1,VP1,VP2,8,8,7,11,Karte 1,17:25:07.786,1765905907786305300,1765905907786305300,,,
13,1cb0afa4-1252-437b-a211-853963cf8541,,no_pay,1,1,VP1,VP1,8,8,7,11,Karte 2,17:25:12.117,1765905912117616500,1765905912117616500,,,
13,,6c559a08-d257-45cb-a32a-d557f38c8078,no_pay,1,1,VP1,VP2,8,8,7,11,Karte 2,17:25:15.305,1765905915305384200,1765905915305384200,,,
13,b4dc3817-ab36-40fe-8de4-d997477a0fa6,,no_pay,1,1,VP1,VP1,8,8,7,11,Mittel,17:25:25.767,1765905925767994000,1765905925767994000,,,
